condition,cond_type,suspicion,type_injected,image,tp,raw,w_dev,h_dev,dx,dy,margin,shift_vs_size,match_iou,conf,p_h,p_w,aspect,area_frac,n_labels,covered_by_others,touches_edge
scale_m30,scale,scale,1,001190.png,1,0.2425,-0.2405,-0.2444,-0.049,-0.0046,-0.0039,-0.1954,0.574,0.3952,31.2,37.9,1.218,0.002539,7,0.197,0
scale_m30,scale,scale,1,001190.png,1,0.28,-0.302,-0.2581,0.0056,0.0342,0.0438,-0.2677,0.518,0.8216,50.7,66.4,1.311,0.00722,7,0.606,0
scale_m30,scale,height,0,001209.png,0,0.1634,-0.0753,-0.1634,-0.0298,-0.045,-0.0881,-0.1184,0.774,0.3786,74.7,153.9,2.061,0.02467,13,0.631,0
scale_m30,scale,scale,1,001209.png,0,0.1498,0.1531,0.1465,0.0496,-0.0212,0.0066,-0.1035,0.756,0.5922,49.0,106.8,2.177,0.011241,13,0.81,0
scale_m30,scale,translation_x,0,001209.png,0,0.1528,0.0158,-0.0645,-0.1528,-0.0262,-0.0487,0.0883,0.695,0.2967,29.8,70.4,2.362,0.004505,13,0.704,0
scale_m30,scale,scale,1,001209.png,1,0.2799,-0.2932,-0.2666,0.0237,-0.0006,0.0266,-0.2695,0.518,0.9475,39.0,42.8,1.097,0.003584,13,0.0,0
scale_m30,scale,scale,1,001209.png,1,0.2805,-0.2583,-0.3026,0.0187,-0.0175,-0.0443,-0.2838,0.517,0.9016,101.7,192.9,1.896,0.042126,13,0.461,0
scale_m30,scale,scale,1,001209.png,1,0.2916,-0.311,-0.2722,-0.0274,0.0167,0.0388,-0.2836,0.501,0.7334,81.5,160.9,1.974,0.028147,13,0.849,0
scale_m30,scale,scale,1,001209.png,1,0.3161,-0.3784,-0.2539,0.0851,-0.003,0.1245,-0.2933,0.464,0.6785,18.5,30.3,1.643,0.001203,13,0.0,0
scale_m30,scale,scale,1,001226.png,1,0.3051,-0.3027,-0.3075,0.0027,0.0065,-0.0048,-0.301,0.483,0.9257,117.4,258.5,2.202,0.065177,4,0.0,0
scale_m30,scale,scale,1,001226.png,1,0.3285,-0.3148,-0.3423,0.0071,0.0241,-0.0275,-0.3181,0.451,0.4366,18.7,24.6,1.314,0.000986,4,0.0,0
scale_p30,scale,scale,1,000006.png,1,0.2193,0.2231,0.2156,0.016,0.0624,0.0075,-0.1607,0.673,0.8673,65.6,188.9,2.881,0.02675,4,0.0,0
scale_p30,scale,scale,1,000006.png,1,0.3214,0.3369,0.3058,-0.0176,-0.0066,0.0311,-0.3193,0.573,0.3256,40.6,68.3,1.68,0.005989,4,0.197,0
scale_p30,scale,width,0,000060.png,0,0.2762,-0.2762,-0.0649,-0.1114,0.0218,0.2113,-0.1648,0.677,0.283,19.7,49.8,2.527,0.002105,2,0.0,0
scale_p30,scale,scale,1,000060.png,1,0.3143,0.2947,0.3338,0.0055,-0.0075,-0.0391,-0.3264,0.579,0.9226,61.4,63.5,1.034,0.008375,2,0.0,0
scale_p30,scale,scale,1,000066.png,1,0.3534,0.2983,0.4085,-0.0114,-0.0051,-0.1102,-0.3971,0.547,0.8335,34.9,38.7,1.109,0.002897,2,0.0,0
scale_p30,scale,width,0,000075.png,0,0.1413,-0.1413,-0.0166,0.1143,0.0347,0.1247,-0.027,0.733,0.4814,25.3,49.2,1.942,0.002674,5,0.0,0
scale_p30,scale,scale,1,000075.png,1,0.293,0.3189,0.2671,0.0049,-0.0285,0.0518,-0.2903,0.598,0.9093,79.1,118.0,1.493,0.020031,5,0.175,0
scale_p30,scale,width,0,000091.png,1,0.4682,-0.4682,0.2359,0.1926,-0.0931,0.2323,-0.2756,0.473,0.29,30.3,72.0,2.379,0.004681,1,0.0,0
scale_p30,scale,scale,1,000107.png,1,0.3168,0.306,0.3277,0.0093,0.0289,-0.0217,-0.2988,0.577,0.9311,132.6,200.4,1.511,0.057037,7,0.507,0
scale_p30,scale,scale,1,000107.png,1,0.3476,0.371,0.3242,0.0269,0.0416,0.0468,-0.3294,0.551,0.8693,78.6,102.7,1.306,0.017324,7,0.75,0
scale_p30,scale,width,0,000136.png,0,0.1698,0.1698,0.04,0.0714,-0.0001,0.1299,-0.0984,0.822,0.7334,57.5,162.3,2.823,0.020033,6,0.601,0
scale_p30,scale,translation_x,0,000136.png,0,0.1025,-0.0008,-0.033,0.1025,-0.0467,-0.0322,0.0695,0.746,0.7895,27.8,35.1,1.264,0.002093,6,0.282,0
scale_p30,scale,height,0,000136.png,0,0.184,0.0376,0.184,-0.0099,0.1417,-0.1464,-0.0423,0.743,0.7836,36.9,68.8,1.865,0.005446,6,0.054,0
scale_p30,scale,scale,1,000136.png,1,0.2894,0.3025,0.2762,0.0446,0.0747,0.0263,-0.2278,0.602,0.7798,51.1,166.6,3.257,0.018294,6,0.481,0
scale_p30,scale,scale,1,000178.png,1,0.2971,0.3006,0.2935,-0.0019,0.0017,0.007,-0.2987,0.594,0.9442,183.9,352.7,1.917,0.139285,8,0.306,1
scale_p30,scale,scale,1,000178.png,1,0.3636,0.4142,0.3129,0.0484,0.0397,0.1013,-0.3658,0.539,0.3452,51.0,56.0,1.098,0.006132,8,0.675,0
scale_p30,scale,scale,1,000286.png,1,0.3177,0.3148,0.3206,-0.0093,-0.0099,-0.0057,-0.3107,0.576,0.8689,179.2,282.1,1.575,0.108536,11,0.46,1
scale_p30,scale,scale,1,000286.png,1,0.3408,0.2684,0.4133,0.0015,-0.0053,-0.1449,-0.408,0.558,0.8155,26.3,80.2,3.056,0.004522,11,0.272,0
scale_p30,scale,scale,1,000286.png,1,0.3698,0.3689,0.3707,0.0508,0.0531,-0.0018,-0.3176,0.533,0.7037,28.3,83.6,2.961,0.005074,11,0.075,0
scale_p30,scale,scale,1,000295.png,1,0.2923,0.2738,0.3108,-0.0064,-0.0267,-0.037,-0.2842,0.599,0.9016,95.4,134.6,1.411,0.027569,2,0.0,0
scale_p30,scale,translation_x,0,000357.png,0,0.1061,0.0784,0.0416,-0.1061,-0.0603,0.0368,0.0277,0.73,0.5936,39.9,56.8,1.424,0.004859,8,1.0,0
scale_p30,scale,scale,1,000357.png,1,0.2668,0.3041,0.2295,0.0,-0.0451,0.0746,-0.259,0.624,0.8821,137.9,106.6,0.773,0.031517,8,0.342,1
scale_p30,scale,scale,1,000357.png,1,0.2815,0.3143,0.2488,0.0062,-0.007,0.0655,-0.3073,0.609,0.9401,57.5,88.0,1.531,0.010847,8,0.307,0
scale_p30,scale,scale,1,000357.png,1,0.2835,0.3024,0.2645,0.0265,0.0097,0.0379,-0.276,0.607,0.9099,70.7,158.7,2.245,0.024048,8,0.436,0
scale_p30,scale,scale,1,000386.png,0,0.1555,-0.1289,-0.182,0.0722,-0.0254,-0.0531,-0.1098,0.702,0.3354,82.4,189.6,2.303,0.033474,8,1.0,0
scale_p30,scale,scale,1,000386.png,1,0.2904,0.3217,0.2591,0.0486,0.0307,0.0626,-0.273,0.601,0.8681,34.5,47.0,1.362,0.003471,8,0.489,0
scale_p30,scale,scale,1,000386.png,1,0.3172,0.3146,0.3198,-0.0075,0.0009,-0.0052,-0.3123,0.576,0.8982,58.7,86.5,1.473,0.010881,8,0.272,0
scale_p30,scale,scale,1,000386.png,1,0.3242,0.271,0.3774,0.021,-0.0117,-0.1064,-0.3564,0.571,0.8383,38.4,45.6,1.189,0.003753,8,0.0,0
scale_p30,scale,scale,1,000386.png,1,0.4154,0.4277,0.4032,0.0531,0.0191,0.0245,-0.3746,0.499,0.7752,34.8,58.7,1.686,0.00438,8,0.585,0
scale_p30,scale,scale,1,000421.png,1,0.2739,0.3137,0.2342,0.0425,0.0453,0.0795,-0.2684,0.617,0.8724,36.3,110.7,3.052,0.008618,7,0.398,0
scale_p30,scale,scale,1,000421.png,1,0.2744,0.2221,0.3268,-0.0158,0.0565,-0.1046,-0.2703,0.617,0.6508,19.8,41.9,2.121,0.001777,7,0.144,0
scale_p30,scale,scale,1,000421.png,1,0.2828,0.2823,0.2833,-0.0094,0.0214,-0.001,-0.262,0.608,0.8709,33.7,85.6,2.541,0.006191,7,0.0,0
scale_p30,scale,scale,1,000421.png,1,0.2927,0.2554,0.33,0.0135,0.0421,-0.0746,-0.2879,0.599,0.6543,31.4,73.9,2.351,0.004991,7,0.668,0
scale_p30,scale,scale,1,000421.png,1,0.2937,0.2852,0.3022,0.0008,0.0026,-0.017,-0.2995,0.598,0.9319,207.8,224.8,1.082,0.100285,7,0.03,1
scale_p30,scale,scale,1,000421.png,0,0.324,-0.3787,-0.2693,-0.13,-0.052,0.1095,-0.2488,0.454,0.4469,27.3,66.8,2.445,0.00392,7,1.0,0
scale_p30,scale,scale,1,000456.png,1,0.2986,0.29,0.3072,0.0001,0.042,-0.0172,-0.2652,0.593,0.906,82.1,98.0,1.193,0.017284,2,0.03,0
scale_p30,scale,scale,1,000462.png,1,0.3333,0.3586,0.308,-0.022,-0.0055,0.0506,-0.3366,0.563,0.8454,71.8,140.6,1.958,0.021678,7,0.347,0
scale_p30,scale,width,0,000493.png,0,0.1643,-0.1643,-0.0118,0.12,0.0117,0.1525,-0.0443,0.752,0.8197,34.4,42.6,1.238,0.003145,4,0.0,0
scale_p30,scale,translation_y,0,000521.png,0,0.1324,0.1183,-0.0291,0.0658,0.1324,0.0892,0.0141,0.684,0.5935,19.5,26.8,1.371,0.001121,4,0.0,0
scale_p30,scale,scale,1,000521.png,1,0.3727,0.385,0.3603,0.0392,0.0511,0.0247,-0.3339,0.531,0.8512,25.9,25.7,0.994,0.001432,4,0.0,0
scale_p30,scale,scale,1,000537.png,1,0.2928,0.2273,0.3583,0.0527,-0.0232,-0.131,-0.3056,0.6,0.5992,21.4,36.5,1.704,0.001679,2,0.058,0
scale_p30,scale,height,0,000539.png,0,0.1396,-0.0533,-0.1396,-0.0104,-0.038,-0.0862,-0.1016,0.815,0.8233,30.5,63.2,2.07,0.004145,7,0.278,0
scale_p30,scale,width,0,000539.png,0,0.2256,0.2256,-0.0399,-0.1268,0.0656,0.1857,-0.0987,0.707,0.7479,23.8,45.0,1.888,0.002302,7,0.346,0
scale_p30,scale,width,0,000539.png,0,0.2833,-0.2833,-0.1115,0.0748,-0.0205,0.1718,-0.2085,0.637,0.6364,21.2,47.7,2.253,0.002168,7,0.587,0
scale_p30,scale,scale,1,000539.png,1,0.2287,0.1713,0.2861,-0.1234,-0.1124,-0.1148,-0.1627,0.623,0.2871,22.9,44.7,1.954,0.002193,7,0.245,0
scale_p30,scale,scale,1,000556.png,1,0.2872,0.2899,0.2844,0.0206,0.0262,0.0055,-0.2637,0.604,0.8385,28.9,85.0,2.944,0.005274,2,0.0,0
scale_p30,scale,scale,1,000577.png,1,0.3524,0.5519,0.1529,-0.1024,0.0588,0.399,-0.4495,0.559,0.4308,130.9,69.6,0.532,0.019575,5,0.0,1
scale_p30,scale,width,0,000601.png,0,0.1387,-0.1387,-0.0578,0.0068,0.0038,0.0809,-0.1319,0.811,0.6537,22.8,25.9,1.136,0.001267,2,0.0,0
scale_p30,scale,height,0,000612.png,0,0.1528,0.0444,0.1528,-0.0866,0.0571,-0.1084,-0.0662,0.738,0.254,27.2,72.2,2.658,0.004215,9,0.949,0
scale_p30,scale,height,0,000612.png,1,0.2424,0.0872,0.2424,0.1338,-0.0174,-0.1552,-0.1086,0.631,0.3455,66.7,166.3,2.494,0.023807,9,0.474,0
scale_p30,scale,scale,1,000612.png,1,0.2698,0.3215,0.2181,-0.0513,0.0011,0.1034,-0.2703,0.621,0.4595,30.8,84.8,2.751,0.005615,9,0.769,0
scale_p30,scale,scale,1,000612.png,1,0.2956,0.2677,0.3234,0.0152,0.0448,-0.0557,-0.2786,0.596,0.7403,45.4,146.3,3.226,0.014246,9,0.403,0
scale_p30,scale,scale,1,000612.png,1,0.3105,0.3153,0.3057,0.0034,-0.0085,0.0095,-0.3068,0.582,0.9204,160.1,250.8,1.567,0.086198,9,0.514,1
scale_p30,scale,height,0,000612.png,1,0.6461,0.0973,0.6461,0.0496,-0.1841,-0.5488,-0.462,0.553,0.2632,46.1,133.0,2.888,0.013155,9,0.539,0
scale_p30,scale,scale,1,000616.png,1,0.2272,0.1911,0.2634,0.0145,0.0148,-0.0723,-0.2486,0.665,0.9291,52.7,65.7,1.247,0.007422,3,0.139,0
scale_p30,scale,scale,1,000616.png,1,0.4242,0.4928,0.3556,-0.0549,0.0122,0.1372,-0.4379,0.494,0.6724,30.2,43.9,1.455,0.002843,3,0.269,0
scale_p30,scale,width,0,000623.png,0,0.1745,-0.1745,-0.0241,0.0363,-0.07,0.1504,-0.1045,0.723,0.3458,81.7,184.4,2.257,0.032358,7,0.031,0
scale_p30,scale,scale,1,000623.png,1,0.293,0.351,0.2349,-0.0667,-0.0519,0.1161,-0.2844,0.599,0.7259,43.5,61.7,1.419,0.005753,7,0.52,0
scale_p30,scale,scale,1,000623.png,1,0.3424,0.3367,0.3481,0.0129,-0.0205,-0.0114,-0.3276,0.555,0.8222,151.9,147.1,0.968,0.047978,7,0.0,1
scale_p30,scale,scale,1,000647.png,1,0.2925,0.2354,0.3496,0.0936,0.024,-0.1142,-0.256,0.6,0.6811,22.1,33.1,1.501,0.001568,6,0.06,0
scale_p30,scale,width,0,000657.png,0,0.1335,-0.1335,-0.0373,-0.0163,-0.0605,0.0962,-0.073,0.77,0.3552,15.7,21.1,1.348,0.000709,2,0.0,0
scale_p30,scale,scale,1,000657.png,1,0.2756,0.3115,0.2396,-0.0259,-0.1368,0.0719,-0.1747,0.598,0.5261,17.4,21.1,1.211,0.000788,2,0.0,0
scale_p30,scale,width,0,000664.png,0,0.2198,0.2198,0.0663,0.0964,-0.0158,0.1536,-0.1235,0.769,0.5068,37.1,38.7,1.042,0.003103,5,0.599,0
scale_p30,scale,scale,1,000682.png,1,0.2784,0.2747,0.2821,-0.0009,-0.02,-0.0073,-0.262,0.612,0.6042,23.1,28.7,1.244,0.001423,2,0.0,0
scale_p30,scale,scale,1,000683.png,1,0.317,0.3552,0.2788,0.0009,0.0598,0.0764,-0.2954,0.577,0.8407,27.9,26.7,0.955,0.001601,4,0.0,0
scale_p30,scale,scale,1,000714.png,1,0.2403,0.2309,0.2498,-0.0213,0.0255,-0.0189,-0.2243,0.65,0.7726,59.4,156.9,2.643,0.019994,6,0.604,0
scale_p30,scale,scale,1,000714.png,1,0.342,0.3475,0.3365,-0.0009,-0.0256,0.0109,-0.3218,0.555,0.8907,69.7,185.3,2.659,0.027722,6,0.372,0
scale_p30,scale,width,0,000725.png,0,0.173,-0.173,-0.0084,-0.0649,0.0029,0.1645,-0.1081,0.82,0.7178,67.4,164.2,2.437,0.023699,7,0.27,0
scale_p30,scale,height,0,000725.png,0,0.1353,0.0702,-0.1353,0.035,0.0637,-0.0651,-0.0716,0.815,0.8326,185.2,130.5,0.705,0.051786,7,0.414,1
scale_p30,scale,width,0,000725.png,0,0.2127,0.2127,0.0014,0.1021,-0.0243,0.2113,-0.1106,0.789,0.7433,86.1,138.4,1.608,0.025543,7,0.852,1
scale_p30,scale,scale,1,000729.png,1,0.172,0.1895,0.1545,0.0921,0.0275,0.035,-0.0974,0.728,0.2916,54.8,158.1,2.885,0.018596,6,0.448,0
scale_p30,scale,scale,1,000729.png,1,0.2822,0.3,0.2644,-0.0175,0.0396,0.0357,-0.2604,0.608,0.8454,52.2,69.9,1.34,0.007835,6,0.102,0
scale_p30,scale,width,0,000747.png,0,0.177,-0.177,-0.0386,-0.0779,0.0043,0.1384,-0.0991,0.791,0.4229,28.6,98.4,3.433,0.00605,5,0.0,0
scale_p30,scale,translation_y,0,000747.png,0,0.1316,-0.117,-0.0949,-0.056,0.1316,0.0221,0.0146,0.675,0.6663,27.7,30.3,1.094,0.001805,5,0.0,0
scale_p30,scale,scale,1,000747.png,1,0.4545,0.4926,0.4165,-0.0953,0.0145,0.0761,-0.3973,0.473,0.372,30.6,38.5,1.261,0.002527,5,0.388,0
scale_p30,scale,scale,1,000747.png,1,0.5098,0.3927,0.6268,0.0237,0.0259,-0.2341,-0.6009,0.441,0.6725,18.2,23.0,1.262,0.000897,5,0.0,0
scale_p30,scale,width,0,000843.png,0,0.1251,-0.1251,0.0299,0.0239,-0.0637,0.0952,-0.0614,0.779,0.4797,18.8,25.8,1.373,0.001045,9,0.0,0
scale_p30,scale,scale,1,000843.png,1,0.2806,0.2692,0.292,-0.0119,0.0084,-0.0228,-0.2801,0.61,0.943,164.3,203.4,1.238,0.071776,9,0.095,1
scale_p30,scale,scale,1,000843.png,1,0.2927,0.2624,0.3231,0.0126,0.0427,-0.0607,-0.2804,0.599,0.9216,64.4,98.2,1.525,0.013567,9,0.221,0
scale_p30,scale,width,0,000846.png,0,0.1361,0.1361,0.0026,-0.038,0.0226,0.1336,-0.0981,0.843,0.6837,22.7,58.7,2.582,0.002862,7,0.0,0
scale_p30,scale,translation_y,0,000846.png,0,0.1004,-0.074,-0.0744,-0.0067,-0.1004,-0.0005,0.0259,0.755,0.5192,15.9,26.5,1.66,0.000907,7,0.0,0
scale_p30,scale,height,0,000846.png,0,0.2328,-0.044,-0.2328,0.007,-0.0514,-0.1888,-0.1815,0.733,0.5703,32.5,70.1,2.157,0.00489,7,0.168,0
scale_p30,scale,width,0,000846.png,0,0.5633,0.5633,0.0676,0.0473,-0.1453,0.4957,-0.418,0.499,0.558,22.5,56.9,2.524,0.002752,7,0.0,0
scale_p30,scale,scale,1,000851.png,1,0.3754,0.3367,0.4141,-0.0062,0.0354,-0.0774,-0.3787,0.529,0.8702,36.3,47.0,1.293,0.003669,2,0.0,0
scale_p30,scale,width,0,000859.png,0,0.2669,0.2669,0.0911,-0.0987,0.0148,0.1758,-0.1682,0.723,0.6033,21.8,30.6,1.407,0.00143,6,0.304,0
scale_p30,scale,scale,1,000859.png,1,0.2742,0.3614,0.187,0.0606,-0.0324,0.1744,-0.3008,0.619,0.6242,18.5,25.3,1.364,0.001007,6,0.0,0
scale_p30,scale,scale,1,000859.png,1,0.3396,0.3363,0.3429,-0.0052,0.0108,-0.0066,-0.3321,0.557,0.9184,116.8,165.8,1.419,0.041597,6,0.135,0
scale_p30,scale,scale,1,000859.png,1,0.5008,0.63,0.3717,-0.136,-0.0309,0.2582,-0.4939,0.447,0.6945,172.6,106.1,0.615,0.039311,6,0.0,1
scale_p30,scale,height,0,000882.png,1,0.1422,0.1006,0.1422,0.0337,-0.0584,-0.0416,-0.0838,0.796,0.6687,26.7,29.5,1.106,0.001689,9,0.461,0
scale_p30,scale,scale,1,000882.png,1,0.2794,0.2651,0.2937,-0.0344,0.05,-0.0286,-0.2436,0.611,0.897,34.9,37.5,1.075,0.002812,9,0.386,0
scale_p30,scale,scale,1,000882.png,1,0.28,0.3169,0.243,0.0065,-0.0255,0.0739,-0.2914,0.611,0.9212,141.5,204.5,1.445,0.062106,9,0.023,1
scale_p30,scale,scale,1,000882.png,1,0.2976,0.2095,0.3857,0.044,0.0288,-0.1762,-0.3417,0.597,0.8284,48.2,61.6,1.278,0.00638,9,0.328,0
scale_p30,scale,scale,1,000882.png,1,0.2951,0.306,0.2842,0.0212,0.0154,0.0218,-0.2848,0.596,0.7227,97.7,121.5,1.243,0.025492,9,0.626,0
scale_p30,scale,scale,1,000897.png,1,0.2528,0.176,0.3295,-0.0012,-0.028,-0.1535,-0.3015,0.64,0.5824,20.9,24.5,1.174,0.001098,2,0.0,0
scale_p30,scale,width,0,000910.png,0,0.1353,0.1353,0.0072,0.0346,0.0019,0.1281,-0.1007,0.875,0.397,26.6,56.4,2.125,0.003219,8,0.909,0
scale_p30,scale,scale,1,000910.png,1,0.2793,0.2837,0.2748,-0.004,0.0376,0.0089,-0.2461,0.611,0.7719,37.4,94.0,2.516,0.007537,8,0.271,0
scale_p30,scale,scale,1,000910.png,1,0.3134,0.3237,0.3032,-0.0101,0.0258,0.0205,-0.2979,0.58,0.8397,89.8,121.3,1.351,0.023377,8,0.119,0
scale_p30,scale,width,0,000918.png,1,0.1845,0.1845,0.0646,-0.0156,0.0061,0.1199,-0.1689,0.793,0.313,24.8,54.5,2.198,0.0029,7,0.0,0
scale_p30,scale,scale,1,000918.png,1,0.2775,0.2329,0.322,-0.0199,0.015,-0.0891,-0.3022,0.614,0.8583,54.4,69.3,1.274,0.00809,7,0.276,0
scale_p30,scale,scale,1,000918.png,1,0.3447,0.3643,0.3252,-0.0385,-0.0698,0.0391,-0.2945,0.553,0.2541,46.7,43.5,0.932,0.004365,7,0.615,0
scale_p30,scale,scale,1,000930.png,1,0.314,0.3912,0.2367,-0.0142,0.0008,0.1544,-0.377,0.581,0.9158,83.6,113.3,1.356,0.020334,3,0.362,0
scale_p30,scale,height,0,000936.png,0,0.2352,-0.1165,-0.2352,0.0275,-0.139,-0.1187,-0.0962,0.645,0.272,61.4,122.0,1.986,0.016092,12,0.832,0
scale_p30,scale,height,0,000936.png,0,0.252,-0.0251,0.252,-0.0563,0.2217,-0.227,-0.0304,0.611,0.3914,93.0,152.8,1.643,0.030519,12,0.98,1
scale_p30,scale,scale,1,000936.png,0,0.2317,-0.2473,-0.2161,0.0445,-0.0796,0.0312,-0.1677,0.59,0.3649,38.0,90.9,2.389,0.007423,12,0.978,0
scale_p30,scale,scale,1,000936.png,1,0.3071,0.3458,0.2685,0.0219,-0.0308,0.0772,-0.3149,0.586,0.8931,46.0,52.8,1.149,0.005217,12,0.26,0
scale_p30,scale,scale,1,000936.png,1,0.332,0.2982,0.3659,-0.0169,0.0114,-0.0677,-0.349,0.564,0.821,78.5,219.6,2.796,0.037044,12,0.689,0
scale_p30,scale,scale,1,000970.png,1,0.2658,0.2229,0.3086,0.0156,0.0107,-0.0858,-0.293,0.625,0.8386,32.5,41.0,1.262,0.00286,6,0.0,0
scale_p30,scale,scale,1,000970.png,1,0.3037,0.3387,0.2687,-0.0049,0.0091,0.07,-0.3297,0.589,0.8528,46.4,62.7,1.352,0.00624,6,0.789,0
scale_p30,scale,scale,1,000970.png,1,0.3092,0.3643,0.2541,-0.0151,-0.0127,0.1102,-0.3492,0.584,0.8941,79.5,122.6,1.541,0.020937,6,0.233,0
scale_p30,scale,scale,1,000985.png,1,0.2753,0.2901,0.2605,-0.0488,0.0187,0.0296,-0.2413,0.615,0.8876,46.9,63.5,1.356,0.00638,11,0.502,0
scale_p30,scale,scale,1,000985.png,1,0.2839,0.3186,0.2493,-0.0443,0.0327,0.0694,-0.2743,0.607,0.8125,42.1,68.7,1.633,0.006193,11,0.362,0
scale_p30,scale,scale,1,000985.png,1,0.3935,0.3077,0.4794,0.0037,0.0644,-0.1717,-0.4149,0.517,0.344,58.9,128.5,2.182,0.016225,11,0.806,0
scale_p30,scale,scale,1,000985.png,1,0.4159,0.418,0.4137,0.0634,0.0148,0.0043,-0.3546,0.499,0.5383,21.0,22.0,1.051,0.000991,11,0.0,0
scale_p30,scale,height,0,000998.png,0,0.1239,-0.0886,0.1239,0.0032,-0.0446,-0.0353,-0.0793,0.819,0.6931,31.7,40.4,1.273,0.002752,8,0.6,0
scale_p30,scale,scale,1,000998.png,1,0.2235,0.1671,0.28,0.0191,-0.003,-0.1129,-0.2609,0.669,0.8535,42.4,76.9,1.815,0.006993,8,0.23,0
scale_p30,scale,scale,1,000998.png,1,0.2556,0.2164,0.2947,-0.0386,0.0139,-0.0783,-0.2561,0.635,0.8246,63.7,78.7,1.236,0.010773,8,0.506,0
scale_p30,scale,scale,1,001012.png,1,0.3223,0.3598,0.2849,0.0391,0.0054,0.0749,-0.3206,0.572,0.9559,188.1,416.4,2.214,0.168152,6,0.055,1
scale_p30,scale,width,0,001013.png,1,0.2018,0.2018,0.0463,-0.0378,-0.0969,0.1554,-0.1048,0.696,0.3339,162.7,157.7,0.969,0.054993,9,1.0,1
scale_p30,scale,scale,1,001013.png,1,0.3067,0.3127,0.3006,-0.0015,-0.0003,0.0121,-0.3112,0.586,0.9229,193.8,370.6,1.912,0.153954,9,0.263,1
scale_p30,scale,scale,1,001013.png,1,0.3838,0.4237,0.344,0.0301,0.0121,0.0797,-0.3936,0.523,0.5107,28.2,37.9,1.343,0.002292,9,0.357,0
scale_p30,scale,scale,1,001013.png,0,0.3094,-0.3237,-0.2951,0.0466,-0.1498,0.0286,-0.1739,0.475,0.3432,63.6,153.5,2.414,0.020907,9,1.0,0
scale_p30,scale,scale,1,001044.png,1,0.2504,0.2513,0.2495,-0.0089,-0.0209,0.0018,-0.2304,0.64,0.8868,142.5,197.9,1.388,0.060545,7,0.415,0
scale_p30,scale,width,0,001100.png,0,0.1324,0.1324,-0.085,-0.0545,-0.0394,0.0475,-0.0779,0.816,0.3675,29.8,57.1,1.918,0.003655,8,0.901,0
scale_p30,scale,scale,1,001100.png,1,0.3055,0.3118,0.2992,-0.0034,-0.0124,0.0125,-0.2994,0.587,0.92,101.5,173.8,1.712,0.037897,8,0.385,0
scale_p30,scale,scale,1,001100.png,1,0.2364,0.1718,0.3009,0.1774,-0.0961,-0.1291,-0.1236,0.562,0.3194,25.0,29.8,1.193,0.0016,8,0.339,0
scale_p30,scale,scale,1,001100.png,1,0.3349,0.336,0.3339,0.0194,-0.0378,0.0021,-0.2982,0.561,0.8259,36.4,91.5,2.516,0.00715,8,0.268,0
scale_p30,scale,scale,1,001100.png,1,0.3487,0.3675,0.3299,-0.0138,0.008,0.0376,-0.3537,0.55,0.3692,92.4,123.5,1.337,0.024498,8,0.301,0
scale_p30,scale,scale,1,001143.png,1,0.2759,0.2486,0.3031,0.0387,-0.0134,-0.0545,-0.2644,0.615,0.8845,33.1,59.0,1.783,0.004195,4,0.0,0
scale_p30,scale,scale,1,001158.png,1,0.2213,0.2949,0.1478,-0.0384,-0.0189,0.1471,-0.2565,0.673,0.677,132.3,231.4,1.748,0.065623,5,0.0,1
scale_p30,scale,scale,1,001158.png,1,0.286,0.3122,0.2599,0.0004,0.0123,0.0524,-0.2999,0.605,0.7646,53.5,74.9,1.4,0.008584,5,0.176,0
scale_p30,scale,height,0,001190.png,0,0.1299,-0.0982,0.1299,-0.026,0.0106,-0.0317,-0.1039,0.807,0.8596,65.7,94.7,1.441,0.013372,7,0.752,0
scale_p30,scale,scale,1,001190.png,1,0.3371,0.2963,0.3778,0.0056,0.0342,-0.0814,-0.3435,0.56,0.8216,50.7,66.4,1.311,0.00722,7,0.484,0
scale_p30,scale,scale,1,001190.png,1,0.3833,0.2887,0.4779,0.0287,0.0442,-0.1892,-0.4336,0.525,0.9055,100.2,131.4,1.311,0.028289,7,0.501,0
scale_p30,scale,height,0,001209.png,0,0.1634,-0.0753,-0.1634,-0.0298,-0.045,-0.0881,-0.1184,0.774,0.3786,74.7,153.9,2.061,0.02467,13,1.0,0
scale_p30,scale,scale,1,001209.png,0,0.1498,0.1531,0.1465,0.0496,-0.0212,0.0066,-0.1035,0.756,0.5922,49.0,106.8,2.177,0.011241,13,0.937,0
scale_p30,scale,translation_x,0,001209.png,0,0.1528,0.0158,-0.0645,-0.1528,-0.0262,-0.0487,0.0883,0.695,0.2967,29.8,70.4,2.362,0.004505,13,0.926,0
scale_p30,scale,scale,1,001209.png,1,0.2053,0.23,0.1806,-0.0866,0.0184,0.0494,-0.1434,0.689,0.4526,24.5,62.3,2.541,0.003284,13,0.657,0
scale_p30,scale,scale,1,001209.png,1,0.2849,0.2357,0.3342,0.0221,-0.0085,-0.0985,-0.3122,0.607,0.9408,207.2,192.8,0.931,0.085771,13,0.274,1
scale_p30,scale,scale,1,001209.png,1,0.2922,0.3186,0.2659,-0.005,0.003,0.0527,-0.3136,0.599,0.5929,37.6,94.3,2.51,0.0076,13,0.783,0
scale_p30,scale,scale,1,001209.png,1,0.3156,0.2796,0.3516,-0.0274,0.0167,-0.0721,-0.3242,0.578,0.7334,81.5,160.9,1.974,0.028147,13,0.798,0
